lsoa11cd,E01007317,E01007318,E01007319,E01007320,E01007321,E01007322,E01007323,E01007324,E01007325,E01007326,E01007327,E01007328,E01007329,E01007330,E01007331,E01007332,E01007333,E01007334,E01007335,E01007336,E01007337,E01007338,E01007339,E01007340,E01007341,E01007342,E01007343,E01007344,E01007345,E01007346,E01007347,E01007348,E01007349,E01007350,E01007351,E01007352,E01007353,E01007354,E01007355,E01007356,E01007357,E01007358,E01007359,E01007360,E01007361,E01007362,E01007363,E01007364,E01007365,E01007366,E01007367,E01007368,E01007369,E01007370,E01007371,E01007372,E01007373,E01007374,E01007375,E01007376,E01007377,E01007378,E01007379,E01007380,E01007381,E01007382,E01007383,E01007384,E01007385,E01007386,E01007387,E01007388,E01007389,E01007390,E01007391,E01007392,E01007393,E01007394,E01007395,E01007396,E01007397,E01007398,E01007399,E01007400,E01007402,E01007403,E01007404,E01007405,E01007406,E01007408,E01007409,E01007410,E01007411,E01007413,E01007414,E01007415,E01007416,E01007417,E01007418,E01007419,E01007420,E01007421,E01007422,E01007423,E01007424,E01007425,E01007426,E01007427,E01007428,E01007429,E01007430,E01007431,E01007432,E01007433,E01007434,E01007435,E01007436,E01007437,E01007438,E01007439,E01007440,E01007441,E01007442,E01007443,E01007444,E01007445,E01007446,E01007447,E01007448,E01007449,E01007450,E01007451,E01007452,E01007453,E01007455,E01007456,E01007457,E01007458,E01007459,E01007460,E01007461,E01007462,E01007463,E01007464,E01007465,E01007466,E01007467,E01007468,E01007469,E01007470,E01007471,E01007472,E01007473,E01007474,E01007475,E01007476,E01007477,E01007478,E01007479,E01007480,E01007482,E01007483,E01007484,E01007485,E01007486,E01007487,E01007488,E01007489,E01007490,E01007491,E01007492,E01007493,E01007494,E01007495,E01007496,E01007497,E01007498,E01007499,E01007500,E01007501,E01007502,E01007503,E01007504,E01007505,E01007506,E01007507,E01007508,E01007509,E01007510,E01007511,E01007512,E01007513,E01007514,E01007515,E01007516,E01007517,E01007518,E01007519,E01007520,E01007521,E01007522,E01007523,E01007524,E01007525,E01007526,E01007527,E01007528,E01007529,E01007530,E01007531,E01007532,E01007533,E01007534,E01007535,E01007536,E01007537,E01007538,E01007539,E01007540,E01007541,E01007542,E01007543,E01007544,E01007545,E01007546,E01007547,E01007548,E01007549,E01007550,E01007551,E01007552,E01007553,E01007554,E01007555,E01007556,E01007557,E01007558,E01007559,E01007560,E01007561,E01007562,E01007563,E01007564,E01007565,E01007566,E01007567,E01007568,E01007569,E01007570,E01007571,E01007572,E01007573,E01007574,E01007575,E01007576,E01007577,E01007578,E01007579,E01007580,E01007581,E01007582,E01007583,E01007584,E01007585,E01007586,E01007587,E01007588,E01007589,E01007590,E01007591,E01007592,E01007593,E01007594,E01007595,E01007596,E01007597,E01007598,E01007599,E01007600,E01007601,E01007602,E01007603,E01007604,E01007605,E01007606,E01007607,E01007608,E01007609,E01007610,E01007611,E01007612,E01007613,E01007614,E01007615,E01007616,E01007617,E01007618,E01007619,E01007620,E01007621,E01007622,E01007623,E01007624,E01007625,E01007626,E01007627,E01007628,E01007629,E01007630,E01007631,E01007632,E01007633,E01007634,E01007635,E01007636,E01007637,E01007638,E01007639,E01007640,E01007641,E01007642,E01007643,E01007644,E01007645,E01007646,E01007647,E01007648,E01007649,E01007650,E01007651,E01007652,E01007653,E01007654,E01007655,E01007656,E01007657,E01007658,E01007659,E01007660,E01007661,E01007662,E01007663,E01007664,E01007665,E01007666,E01007667,E01007668,E01007669,E01007670,E01007671,E01007672,E01007673,E01007674,E01007675,E01007676,E01007677,E01007678,E01007679,E01007680,E01007681,E01007682,E01007683,E01007684,E01007685,E01007686,E01007687,E01007688,E01007689,E01007690,E01007691,E01007692,E01007693,E01007694,E01007695,E01007696,E01007697,E01007698,E01007699,E01007700,E01007701,E01007702,E01007703,E01007704,E01007705,E01007706,E01007707,E01007708,E01007709,E01007710,E01007711,E01007712,E01007713,E01007714,E01007715,E01007716,E01007717,E01007718,E01007719,E01007720,E01007721,E01007723,E01007724,E01007725,E01007726,E01007727,E01007728,E01007729,E01007730,E01007731,E01007732,E01007733,E01007734,E01007735,E01007736,E01007737,E01007738,E01007739,E01007740,E01007741,E01007742,E01007743,E01007744,E01007745,E01007746,E01007747,E01007748,E01007749,E01007750,E01007751,E01007752,E01007753,E01007754,E01007755,E01007756,E01007757,E01007758,E01007759,E01007760,E01007761,E01007762,E01007763,E01007764,E01007765,E01007766,E01007767,E01007768,E01007769,E01007770,E01007771,E01007772,E01007773,E01007774,E01007775,E01007776,E01007777,E01007778,E01007779,E01007780,E01007781,E01007782,E01007783,E01007784,E01007785,E01007786,E01007787,E01007788,E01007789,E01007790,E01007791,E01007792,E01007793,E01007794,E01007795,E01007796,E01007797,E01007798,E01007799,E01007800,E01007801,E01007802,E01007803,E01007804,E01007805,E01007806,E01007807,E01007808,E01007809,E01007810,E01007811,E01007812,E01007813,E01007814,E01007815,E01007816,E01007817,E01007818,E01007819,E01007820,E01007821,E01007822,E01007823,E01007824,E01007825,E01007826,E01007827,E01007828,E01007829,E01007830,E01007831,E01007832,E01007833,E01007834,E01007835,E01007836,E01007838,E01007839,E01007841,E01007842,E01007843,E01007846,E01007847,E01007848,E01007849,E01007850,E01007851,E01007852,E01007853,E01007854,E01007855,E01007856,E01007857,E01007858,E01007859,E01007860,E01007861,E01007862,E01007863,E01007864,E01007865,E01007866,E01007867,E01007868,E01007869,E01007870,E01007871,E01007872,E01007873,E01007874,E01007875,E01007877,E01007878,E01007879,E01007881,E01007882,E01007883,E01007885,E01007886,E01007887,E01007888,E01007889,E01007890,E01007891,E01007892,E01007893,E01007894,E01007895,E01007896,E01007897,E01007898,E01007899,E01007900,E01007901,E01007902,E01007903,E01007904,E01007905,E01007906,E01007907,E01007908,E01007909,E01007910,E01007911,E01007912,E01007913,E01007914,E01007915,E01007916,E01007917,E01007918,E01007919,E01007920,E01007921,E01007922,E01007923,E01007924,E01007925,E01007926,E01007927,E01007928,E01007929,E01007930,E01007931,E01007932,E01007933,E01007934,E01007935,E01007936,E01007937,E01007938,E01007939,E01007940,E01007941,E01007942,E01007943,E01007944,E01007945,E01007946,E01007947,E01007948,E01007949,E01007950,E01007951,E01007952,E01007953,E01007954,E01007955,E01007956,E01007957,E01007958,E01007959,E01007960,E01007961,E01007962,E01007963,E01007964,E01007965,E01007966,E01007967,E01007968,E01007969,E01007970,E01007971,E01007972,E01007973,E01007974,E01007975,E01007976,E01007977,E01007978,E01007979,E01007980,E01007981,E01007982,E01007983,E01007984,E01007985,E01007986,E01007987,E01007988,E01007989,E01007990,E01007991,E01007992,E01007993,E01007994,E01007995,E01007996,E01007997,E01007998,E01007999,E01008000,E01008001,E01008002,E01008003,E01008004,E01008005,E01008006,E01008007,E01008008,E01008009,E01008010,E01008011,E01008012,E01008013,E01008014,E01008015,E01008016,E01008017,E01008018,E01008019,E01008020,E01008021,E01008022,E01008023,E01008024,E01008025,E01008027,E01008028,E01008029,E01008030,E01008031,E01008032,E01008033,E01008034,E01008035,E01008036,E01008037,E01008038,E01008039,E01008040,E01008041,E01008042,E01008043,E01008044,E01008045,E01008046,E01008047,E01008048,E01008049,E01008050,E01008051,E01008052,E01008053,E01008054,E01008055,E01008056,E01008057,E01008058,E01008059,E01008060,E01008061,E01008062,E01008063,E01008064,E01008065,E01008066,E01008067,E01008068,E01008069,E01008072,E01008073,E01008074,E01008075,E01008076,E01008077,E01008078,E01008079,E01008080,E01008081,E01008082,E01008083,E01008084,E01008085,E01008086,E01008087,E01008088,E01008089,E01008090,E01008091,E01008092,E01008093,E01008094,E01008095,E01008096,E01008097,E01008098,E01008099,E01008100,E01008101,E01008102,E01008103,E01008104,E01008105,E01008107,E01008108,E01008109,E01008111,E01008112,E01008113,E01008114,E01008115,E01008116,E01008117,E01008118,E01008119,E01008122,E01008123,E01008124,E01008125,E01008126,E01008128,E01008129,E01008130,E01008131,E01008132,E01008133,E01008134,E01008135,E01008136,E01008137,E01008138,E01008139,E01008140,E01008141,E01008142,E01008143,E01008144,E01008145,E01008146,E01008147,E01008148,E01008149,E01008150,E01008151,E01008152,E01008153,E01008154,E01008155,E01008156,E01008157,E01008158,E01008159,E01008160,E01008161,E01032550,E01032551,E01032585,E01032924,E01032925,E01032926,E01032927,E01033259,E01033260,E01033261,E01033262,E01033263,E01033264,E01033265,E01033266,E01033267,E01033268,E01033269,E01033270,E01033271,E01033272,E01033273,E01033274,E01033275,E01033276,E01033277,E01033278,E01033279,E01033280
E01007317,0.0,12.837976334439801,0.0,5.424327915358116,0.0,4.05054696221008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.1834942314610153,3.8741785270246982,3.7958110883158844,5.513052693381408,2.0130822139197395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,1.0304196746386167,0.9746794344808963,0.0,0.0,2.2481103175778543,0.0,1.4161763857498668,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9479790350935833,0.0,19.67739820199815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0849764573683054,0.0,0.0,5.457528321925172,19.67739820199815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
E01007318,12.837976334439801,0.0,4.8584555861867145,8.157601647939464,2.4133600847728847,6.535278952508356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4174763181369285,6.063635606439157,6.004119338904972,8.628704737939842,3.1507574846809026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.8586407545691703,1.935404672359568,2.0928570197341494,1.7186895520932282,1.755325847576122,1.195002218839071,1.7571662094500589,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.655078489665398,2.783610038867666,3.4467375879228173,2.0458753775843874,3.2851925542617857,3.0150129403209913,2.650457825775956,2.7192356323500957,3.423773097362356,3.2688089557910565,1.6899883449481556,3.3223628998192294,2.6688510866599735,3.8481269220337326,3.221142278099118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3697869984767234,0.40109031437471165,0.37939345531966406,0.0,0.0,0.8750757542964928,0.0,0.5512459105263765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.179143806533247,0.0,28.658913680272903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0643623127803488,4.2322070725031224,2.335184913039774,4.73058232048752,3.5126035697732583,0.0,0.0,0.0,0.0,0.0,0.4223265132506677,0.0,0.0,7.9485525210246415,28.658913680272903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7395739969534468,0.37939345531966406,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5958006000151015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7395739969534468,0.9244674961918086,1.169369164303661,1.0459155768700426,0.0,0.721750317577707,0.5512459105263765,0.5617467761896285,0.0,0.0,0.0,0.8839599998785475,1.8926534709461553,1.4790691963683402,1.5115715281945759,2.43598980823218,0.5229577884350213,1.5175738212786563,1.2077192797110836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3992542506322638,1.6236882817719778,1.6236882817719778,0.18609684207969418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8832478983242993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.698836702808347,5.158269487700706,4.661099899457988,0.0,1.6583123951777,5.376952311636784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3709906938256944,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.2294705022804675,0.0,3.197672313591282,0.7395739969534468,0.0,0.0,0.0,0.9173286442120084,1.169369164303661,0.0,0.0,3.3442057534207015,0.0,3.0688536685406604,2.604109306727596,2.9519396184242166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1436656043148075,0.9547859244962515,1.3502712035855329,0.0,0.0,0.0,0.9547859244962515,0.7395739969534468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.109576120309233,0.0,3.3922185868704284,0.0,3.655832248286213,2.6727603743411077,4.775629571756776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.135816528205567,3.8478644214759705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
